2025-01-15 09:12:01 | INFO     | trading_bot | Logging initialised. Log file: /home/user/trading_bot/logs/trading_bot.log
2025-01-15 09:12:01 | INFO     | trading_bot.client | BinanceClient initialised with base URL: https://testnet.binancefuture.com

--- MARKET ORDER ---

2025-01-15 09:12:03 | DEBUG    | trading_bot.client | → POST /fapi/v1/order  params={'symbol': 'BTCUSDT', 'side': 'BUY', 'type': 'MARKET', 'quantity': '0.001', 'timestamp': 1736932323841}
2025-01-15 09:12:03 | INFO     | trading_bot.orders | Market order — symbol=BTCUSDT side=BUY qty=0.001
2025-01-15 09:12:04 | DEBUG    | trading_bot.client | ← HTTP 200  body={"orderId":4611686022722754180,"symbol":"BTCUSDT","status":"FILLED","clientOrderId":"x-Cb7ytekJb4m4JFVzPOyE","price":"0","avgPrice":"43721.80000","origQty":"0.001","executedQty":"0.001","cumQty":"0.001","cumQuote":"43.72180","timeInForce":"GTC","type":"MARKET","reduceOnly":false,"closePosition":false,"side":"BUY","positionSide":"BOTH","stopPrice":"0","workingType":"CONTRACT_PRICE","priceProtect":false,"origType":"MARKET","updateTime":1736932324105}
2025-01-15 09:12:04 | INFO     | trading_bot.orders | Order response: {'orderId': 4611686022722754180, 'symbol': 'BTCUSDT', 'status': 'FILLED', 'clientOrderId': 'x-Cb7ytekJb4m4JFVzPOyE', 'price': '0', 'avgPrice': '43721.80000', 'origQty': '0.001', 'executedQty': '0.001', 'cumQty': '0.001', 'cumQuote': '43.72180', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'status': 'FILLED', 'updateTime': 1736932324105}

--- LIMIT ORDER ---

2025-01-15 09:14:11 | INFO     | trading_bot.client | BinanceClient initialised with base URL: https://testnet.binancefuture.com
2025-01-15 09:14:11 | INFO     | trading_bot.orders | Limit order — symbol=BTCUSDT side=SELL qty=0.001 price=45000 tif=GTC
2025-01-15 09:14:11 | DEBUG    | trading_bot.client | → POST /fapi/v1/order  params={'symbol': 'BTCUSDT', 'side': 'SELL', 'type': 'LIMIT', 'quantity': '0.001', 'price': '45000', 'timeInForce': 'GTC', 'timestamp': 1736932451224}
2025-01-15 09:14:12 | DEBUG    | trading_bot.client | ← HTTP 200  body={"orderId":4611686022722754321,"symbol":"BTCUSDT","status":"NEW","clientOrderId":"x-Cb7ytekJb5n5KGWaQRyF","price":"45000","avgPrice":"0.00000","origQty":"0.001","executedQty":"0","cumQty":"0","cumQuote":"0","timeInForce":"GTC","type":"LIMIT","reduceOnly":false,"closePosition":false,"side":"SELL","positionSide":"BOTH","stopPrice":"0","workingType":"CONTRACT_PRICE","priceProtect":false,"origType":"LIMIT","updateTime":1736932452001}
2025-01-15 09:14:12 | INFO     | trading_bot.orders | Order response: {'orderId': 4611686022722754321, 'symbol': 'BTCUSDT', 'status': 'NEW', 'clientOrderId': 'x-Cb7ytekJb5n5KGWaQRyF', 'price': '45000', 'avgPrice': '0.00000', 'origQty': '0.001', 'executedQty': '0', 'cumQty': '0', 'cumQuote': '0', 'timeInForce': 'GTC', 'type': 'LIMIT', 'side': 'SELL', 'updateTime': 1736932452001}

--- STOP_LIMIT ORDER (Bonus) ---

2025-01-15 09:16:45 | INFO     | trading_bot.client | BinanceClient initialised with base URL: https://testnet.binancefuture.com
2025-01-15 09:16:45 | INFO     | trading_bot.orders | Stop-Limit order — symbol=BTCUSDT side=BUY qty=0.001 price=49000 stop=49500 tif=GTC
2025-01-15 09:16:45 | DEBUG    | trading_bot.client | → POST /fapi/v1/order  params={'symbol': 'BTCUSDT', 'side': 'BUY', 'type': 'STOP', 'quantity': '0.001', 'price': '49000', 'stopPrice': '49500', 'timeInForce': 'GTC', 'timestamp': 1736932605887}
2025-01-15 09:16:46 | DEBUG    | trading_bot.client | ← HTTP 200  body={"orderId":4611686022722754512,"symbol":"BTCUSDT","status":"NEW","clientOrderId":"x-Cb7ytekJc6o6LHXbRSzG","price":"49000","avgPrice":"0.00000","origQty":"0.001","executedQty":"0","cumQty":"0","cumQuote":"0","timeInForce":"GTC","type":"STOP","reduceOnly":false,"closePosition":false,"side":"BUY","positionSide":"BOTH","stopPrice":"49500","workingType":"CONTRACT_PRICE","priceProtect":false,"origType":"STOP","updateTime":1736932606102}
2025-01-15 09:16:46 | INFO     | trading_bot.orders | Order response: {'orderId': 4611686022722754512, 'symbol': 'BTCUSDT', 'status': 'NEW', 'clientOrderId': 'x-Cb7ytekJc6o6LHXbRSzG', 'price': '49000', 'avgPrice': '0.00000', 'origQty': '0.001', 'executedQty': '0', 'cumQty': '0', 'cumQuote': '0', 'timeInForce': 'GTC', 'type': 'STOP', 'stopPrice': '49500', 'side': 'BUY', 'updateTime': 1736932606102}

--- VALIDATION ERROR EXAMPLE ---

2025-01-15 09:18:02 | ERROR    | trading_bot | Validation error: Side 'LONG' is not valid. Must be one of: BUY, SELL.

--- NETWORK ERROR EXAMPLE ---

2025-01-15 09:20:15 | ERROR    | trading_bot.client | Connection error: HTTPSConnectionPool(host='testnet.binancefuture.com', port=443): Max retries exceeded
2025-01-15 09:20:15 | ERROR    | trading_bot | Network failure: Connection error: ...
2026-03-14 16:47:59 | INFO     | trading_bot | Logging initialised. Log file: /home/claude/trading_bot/logs/trading_bot.log
2026-03-14 23:20:43 | INFO     | trading_bot | Logging initialised. Log file: D:\primetrade\trading_bot\trading_bot\logs\trading_bot.log
2026-03-14 23:20:43 | INFO     | trading_bot.client | BinanceClient initialised — base URL: https://testnet.binancefuture.com
2026-03-14 23:20:43 | INFO     | trading_bot.orders | Stop-Limit (client watcher) — symbol=BTCUSDT side=SELL qty=0.002 limit=70000.0 stop=70500.0 tif=GTC poll=2.0s timeout=300s
2026-03-14 23:20:43 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:20:44 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70573.48184964","indexPrice":"70613.90950000","estimatedSettlePrice":"70673.42684174","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510642001}
2026-03-14 23:20:44 | DEBUG    | trading_bot.orders | Poll — mark=70573.48184964 stop=70500.0 elapsed=0s
2026-03-14 23:20:46 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:20:46 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70570.00000000","indexPrice":"70609.64100000","estimatedSettlePrice":"70673.33815415","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510645000}
2026-03-14 23:20:46 | DEBUG    | trading_bot.orders | Poll — mark=70570.0 stop=70500.0 elapsed=2s
2026-03-14 23:20:48 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:20:48 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70570.00000000","indexPrice":"70609.18050000","estimatedSettlePrice":"70673.21221988","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510647000}
2026-03-14 23:20:48 | DEBUG    | trading_bot.orders | Poll — mark=70570.0 stop=70500.0 elapsed=4s
2026-03-14 23:20:50 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:20:50 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70570.00000000","indexPrice":"70609.17475000","estimatedSettlePrice":"70673.14732927","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510649001}
2026-03-14 23:20:50 | DEBUG    | trading_bot.orders | Poll — mark=70570.0 stop=70500.0 elapsed=6s
2026-03-14 23:20:52 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:20:53 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70570.00000000","indexPrice":"70608.55625000","estimatedSettlePrice":"70673.06487557","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510651000}
2026-03-14 23:20:53 | DEBUG    | trading_bot.orders | Poll — mark=70570.0 stop=70500.0 elapsed=8s
2026-03-14 23:20:55 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:20:55 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70570.10000000","indexPrice":"70608.59625000","estimatedSettlePrice":"70672.93470638","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510653000}
2026-03-14 23:20:55 | DEBUG    | trading_bot.orders | Poll — mark=70570.1 stop=70500.0 elapsed=10s
2026-03-14 23:20:57 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:20:57 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70571.80000000","indexPrice":"70608.59700000","estimatedSettlePrice":"70672.87604440","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510655001}
2026-03-14 23:20:57 | DEBUG    | trading_bot.orders | Poll — mark=70571.8 stop=70500.0 elapsed=12s
2026-03-14 23:20:59 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:20:59 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.90000000","indexPrice":"70610.12700000","estimatedSettlePrice":"70672.70033899","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510658000}
2026-03-14 23:20:59 | DEBUG    | trading_bot.orders | Poll — mark=70572.9 stop=70500.0 elapsed=14s
2026-03-14 23:21:01 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:01 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70573.00000000","indexPrice":"70610.24650000","estimatedSettlePrice":"70672.64245028","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510660000}
2026-03-14 23:21:01 | DEBUG    | trading_bot.orders | Poll — mark=70573.0 stop=70500.0 elapsed=16s
2026-03-14 23:21:03 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:04 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70578.80000000","indexPrice":"70610.88300000","estimatedSettlePrice":"70672.54980399","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510662000}
2026-03-14 23:21:04 | DEBUG    | trading_bot.orders | Poll — mark=70578.8 stop=70500.0 elapsed=18s
2026-03-14 23:21:06 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:06 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70578.80000000","indexPrice":"70612.93625000","estimatedSettlePrice":"70672.42621015","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510664000}
2026-03-14 23:21:06 | DEBUG    | trading_bot.orders | Poll — mark=70578.8 stop=70500.0 elapsed=20s
2026-03-14 23:21:08 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:08 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70578.80000000","indexPrice":"70613.27625000","estimatedSettlePrice":"70672.29197612","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510667000}
2026-03-14 23:21:08 | DEBUG    | trading_bot.orders | Poll — mark=70578.8 stop=70500.0 elapsed=22s
2026-03-14 23:21:10 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:10 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70578.80000000","indexPrice":"70613.31875000","estimatedSettlePrice":"70672.23724235","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510669000}
2026-03-14 23:21:10 | DEBUG    | trading_bot.orders | Poll — mark=70578.8 stop=70500.0 elapsed=24s
2026-03-14 23:21:12 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:13 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70567.03207971","indexPrice":"70606.37391304","estimatedSettlePrice":"70672.11011228","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510671000}
2026-03-14 23:21:13 | DEBUG    | trading_bot.orders | Poll — mark=70567.03207971 stop=70500.0 elapsed=26s
2026-03-14 23:21:15 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:15 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.20000000","indexPrice":"70610.00000000","estimatedSettlePrice":"70671.97329107","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510674000}
2026-03-14 23:21:15 | DEBUG    | trading_bot.orders | Poll — mark=70572.2 stop=70500.0 elapsed=28s
2026-03-14 23:21:17 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:17 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.20000000","indexPrice":"70609.71826087","estimatedSettlePrice":"70671.91641162","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510676000}
2026-03-14 23:21:17 | DEBUG    | trading_bot.orders | Poll — mark=70572.2 stop=70500.0 elapsed=30s
2026-03-14 23:21:19 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:19 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.20000000","indexPrice":"70609.55934783","estimatedSettlePrice":"70671.79029744","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510678000}
2026-03-14 23:21:19 | DEBUG    | trading_bot.orders | Poll — mark=70572.2 stop=70500.0 elapsed=32s
2026-03-14 23:21:21 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:22 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.30000000","indexPrice":"70609.56956522","estimatedSettlePrice":"70671.69873961","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510680000}
2026-03-14 23:21:22 | DEBUG    | trading_bot.orders | Poll — mark=70572.3 stop=70500.0 elapsed=34s
